Date,Production_Line,Machine_ID,Product,Target_Production,Actual_Production,Defective_Units,Downtime_Minutes,Operating_Hours
2025-08-08,Line 1,M102,Product C,1148,1053,68,10,7.83
2025-08-08,Line 2,M201,Product D,1128,1073,16,92,6.47
2025-08-08,Line 2,M202,Product D,1008,838,51,142,5.63
2025-08-08,Line 3,M301,Product D,1053,903,14,67,6.88
2025-08-08,Line 3,M302,Product A,942,966,77,124,5.93
2025-08-08,Line 4,M401,Product C,802,695,27,30,7.5
2025-08-08,Line 4,M402,Product A,1177,962,63,29,7.52
2025-08-09,Line 1,M101,Product B,900,719,26,26,7.57
2025-08-09,Line 1,M102,Product A,814,727,58,16,7.73
2025-08-09,Line 2,M201,Product C,928,764,37,71,6.82
2025-08-09,Line 2,M202,Product C,827,824,41,70,6.83
2025-08-09,Line 3,M301,Product A,1197,1113,67,34,7.43
2025-08-09,Line 3,M302,Product D,1096,863,11,18,7.7
2025-08-09,Line 4,M401,Product D,960,976,17,42,7.3
2025-08-09,Line 4,M402,Product A,1026,786,46,170,5.17
2025-08-10,Line 1,M101,Product D,833,650,9,153,5.45
2025-08-10,Line 1,M102,Product A,950,954,60,34,7.43
2025-08-10,Line 2,M201,Product D,919,927,10,126,5.9
2025-08-10,Line 2,M202,Product D,1037,1025,22,96,6.4
2025-08-10,Line 3,M301,Product A,1032,934,33,37,7.38
2025-08-10,Line 3,M302,Product A,806,748,11,161,5.32
2025-08-10,Line 4,M401,Product B,1093,861,40,75,6.75
2025-08-10,Line 4,M402,Product C,1015,907,65,57,7.05
2025-08-11,Line 1,M101,Product B,870,860,11,42,7.3
2025-08-11,Line 1,M102,Product C,1099,967,54,89,6.52
2025-08-11,Line 2,M201,Product B,875,779,45,97,6.38
2025-08-11,Line 2,M202,Product C,988,1028,76,160,5.33
2025-08-11,Line 3,M301,Product B,829,680,41,23,7.62
2025-08-11,Line 3,M302,Product D,976,789,19,173,5.12
2025-08-11,Line 4,M401,Product B,835,711,49,131,5.82
2025-08-11,Line 4,M402,Product D,1107,1060,84,154,5.43
2025-08-12,Line 1,M101,Product C,1115,936,51,51,7.15
2025-08-12,Line 1,M102,Product A,1032,1045,15,136,5.73
2025-08-12,Line 2,M201,Product B,801,754,51,68,6.87
2025-08-12,Line 2,M202,Product D,1119,910,70,94,6.43
2025-08-12,Line 3,M301,Product D,905,787,59,11,7.82
2025-08-12,Line 3,M302,Product C,805,621,7,152,5.47
2025-08-12,Line 4,M401,Product A,872,730,19,171,5.15
2025-08-12,Line 4,M402,Product C,822,857,20,60,7.0
2025-08-13,Line 1,M101,Product C,889,725,23,54,7.1
2025-08-13,Line 1,M102,Product C,1083,892,33,15,7.75
2025-08-13,Line 2,M201,Product B,934,955,11,45,7.25
2025-08-13,Line 2,M202,Product D,1135,1119,25,96,6.4
2025-08-13,Line 3,M301,Product B,956,847,31,105,6.25
2025-08-13,Line 3,M302,Product B,1069,1115,66,26,7.57
2025-08-13,Line 4,M401,Product A,873,885,16,58,7.03
2025-08-13,Line 4,M402,Product B,1072,925,56,91,6.48
2025-08-14,Line 1,M101,Product D,1125,926,14,167,5.22
2025-08-14,Line 1,M102,Product B,1074,900,28,93,6.45
2025-08-14,Line 2,M201,Product B,827,776,24,42,7.3
2025-08-14,Line 2,M202,Product D,907,878,58,130,5.83
2025-08-14,Line 3,M301,Product A,885,798,55,175,5.08
2025-08-14,Line 3,M302,Product C,1055,955,31,92,6.47
2025-08-14,Line 4,M401,Product C,1069,1024,73,131,5.82
2025-08-14,Line 4,M402,Product C,1097,954,13,63,6.95
2025-08-15,Line 1,M101,Product B,903,799,22,111,6.15
2025-08-15,Line 1,M102,Product B,956,838,32,156,5.4
2025-08-15,Line 2,M201,Product B,991,818,13,44,7.27
2025-08-15,Line 2,M202,Product A,951,840,30,68,6.87
2025-08-15,Line 3,M301,Product A,1038,938,52,119,6.02
2025-08-15,Line 3,M302,Product D,1039,914,56,137,5.72
2025-08-15,Line 4,M401,Product C,939,811,19,123,5.95
2025-08-15,Line 4,M402,Product B,935,882,30,31,7.48
2025-08-16,Line 1,M101,Product C,1056,954,19,80,6.67
2025-08-16,Line 1,M102,Product B,850,667,29,19,7.68
2025-08-16,Line 2,M201,Product B,970,784,28,74,6.77
2025-08-16,Line 2,M202,Product C,1181,1174,46,58,7.03
2025-08-16,Line 3,M301,Product B,1185,1143,80,76,6.73
2025-08-16,Line 3,M302,Product A,1194,1002,54,113,6.12
2025-08-16,Line 4,M401,Product D,1096,1071,11,130,5.83
2025-08-16,Line 4,M402,Product B,1003,820,54,63,6.95
2025-08-17,Line 1,M101,Product D,919,831,58,151,5.48
2025-08-17,Line 1,M102,Product D,1169,1162,54,31,7.48
2025-08-17,Line 2,M201,Product C,896,787,51,116,6.07
2025-08-17,Line 2,M202,Product B,1024,906,12,105,6.25
2025-08-17,Line 3,M301,Product B,1095,1108,50,12,7.8
2025-08-17,Line 3,M302,Product D,1137,1137,54,67,6.88
2025-08-17,Line 4,M401,Product D,1017,971,60,147,5.55
2025-08-17,Line 4,M402,Product C,966,894,12,45,7.25
2025-08-18,Line 1,M101,Product B,969,891,58,107,6.22
2025-08-18,Line 1,M102,Product B,1000,769,31,58,7.03
2025-08-18,Line 2,M201,Product D,855,725,35,173,5.12
2025-08-18,Line 2,M202,Product C,847,678,49,151,5.48
2025-08-18,Line 3,M301,Product B,816,814,46,135,5.75
2025-08-18,Line 3,M302,Product A,895,724,31,82,6.63
2025-08-18,Line 4,M401,Product B,919,769,40,27,7.55
2025-08-18,Line 4,M402,Product D,829,713,7,53,7.12
2025-08-19,Line 1,M101,Product C,1010,876,15,43,7.28
2025-08-19,Line 1,M102,Product D,1044,1015,59,62,6.97
2025-08-19,Line 2,M201,Product B,905,762,59,180,5.0
2025-08-19,Line 2,M202,Product D,881,820,27,160,5.33
2025-08-19,Line 3,M301,Product B,1057,1020,68,80,6.67
2025-08-19,Line 3,M302,Product B,803,841,36,26,7.57
2025-08-19,Line 4,M401,Product D,1109,1100,78,94,6.43
2025-08-19,Line 4,M402,Product D,1035,919,14,33,7.45
2025-08-20,Line 1,M101,Product C,1130,1146,69,98,6.37
2025-08-20,Line 1,M102,Product C,1000,933,31,116,6.07
2025-08-20,Line 2,M201,Product B,891,908,64,127,5.88
2025-08-20,Line 2,M202,Product D,1137,915,21,110,6.17
2025-08-20,Line 3,M301,Product A,922,936,29,80,6.67
2025-08-20,Line 3,M302,Product C,1141,1169,38,136,5.73
2025-08-20,Line 4,M401,Product D,1190,1089,57,29,7.52
2025-08-20,Line 4,M402,Product A,1058,1036,51,114,6.1
2025-08-21,Line 1,M101,Product D,884,730,39,21,7.65
2025-08-21,Line 1,M102,Product D,813,627,50,128,5.87
2025-08-21,Line 2,M201,Product D,975,949,33,111,6.15
2025-08-21,Line 2,M202,Product A,805,664,51,44,7.27
2025-08-21,Line 3,M301,Product C,1143,1113,73,128,5.87
2025-08-21,Line 3,M302,Product A,842,770,22,122,5.97
2025-08-21,Line 4,M401,Product B,1041,1036,30,53,7.12
2025-08-21,Line 4,M402,Product A,1110,865,26,41,7.32
2025-08-22,Line 1,M101,Product D,886,685,54,12,7.8
2025-08-22,Line 1,M102,Product C,878,774,18,65,6.92
2025-08-22,Line 2,M201,Product A,1145,1041,66,22,7.63
2025-08-22,Line 2,M202,Product A,999,956,65,23,7.62
2025-08-22,Line 3,M301,Product A,824,808,57,61,6.98
2025-08-22,Line 3,M302,Product B,991,1013,35,33,7.45
2025-08-22,Line 4,M401,Product A,1015,769,7,96,6.4
2025-08-22,Line 4,M402,Product B,1148,1091,38,34,7.43
2025-08-23,Line 1,M101,Product B,1170,936,62,141,5.65
2025-08-23,Line 1,M102,Product A,967,818,48,58,7.03
2025-08-23,Line 2,M201,Product B,1077,935,63,40,7.33
2025-08-23,Line 2,M202,Product B,909,710,27,54,7.1
2025-08-23,Line 3,M301,Product A,1005,950,10,109,6.18
2025-08-23,Line 3,M302,Product B,1034,843,50,81,6.65
2025-08-23,Line 4,M401,Product C,822,633,19,115,6.08
2025-08-23,Line 4,M402,Product C,1192,1108,24,147,5.55
2025-08-24,Line 1,M101,Product B,928,962,50,171,5.15
2025-08-24,Line 1,M102,Product D,1147,1178,28,95,6.42
2025-08-24,Line 2,M201,Product B,1125,1100,51,180,5.0
2025-08-24,Line 2,M202,Product D,834,709,45,159,5.35
2025-08-24,Line 3,M301,Product D,995,898,37,138,5.7
2025-08-24,Line 3,M302,Product A,919,695,54,41,7.32
2025-08-24,Line 4,M401,Product C,921,894,39,168,5.2
2025-08-24,Line 4,M402,Product A,830,656,37,85,6.58
2025-08-25,Line 1,M101,Product B,877,756,48,19,7.68
2025-08-25,Line 1,M102,Product B,1171,1088,66,94,6.43
2025-08-25,Line 2,M201,Product B,942,796,57,20,7.67
2025-08-25,Line 2,M202,Product D,1131,1124,14,68,6.87
2025-08-25,Line 3,M301,Product C,975,802,42,23,7.62
2025-08-25,Line 3,M302,Product B,1151,1103,39,165,5.25
2025-08-25,Line 4,M401,Product D,1066,902,65,171,5.15
2025-08-25,Line 4,M402,Product A,833,842,12,59,7.02
2025-08-26,Line 1,M101,Product A,1124,1177,37,42,7.3
2025-08-26,Line 1,M102,Product A,888,823,61,62,6.97
2025-08-26,Line 2,M201,Product B,1059,819,54,129,5.85
2025-08-26,Line 2,M202,Product C,884,854,23,118,6.03
2025-08-26,Line 3,M301,Product B,1110,915,45,157,5.38
2025-08-26,Line 3,M302,Product D,1125,911,70,30,7.5
2025-08-26,Line 4,M401,Product C,1003,865,38,122,5.97
2025-08-26,Line 4,M402,Product D,1058,986,64,49,7.18
2025-08-27,Line 1,M101,Product D,810,792,34,31,7.48
2025-08-27,Line 1,M102,Product C,1104,1005,80,54,7.1
2025-08-27,Line 2,M201,Product C,994,883,37,82,6.63
2025-08-27,Line 2,M202,Product D,1087,1012,19,95,6.42
2025-08-27,Line 3,M301,Product B,1166,1038,29,58,7.03
2025-08-27,Line 3,M302,Product A,806,812,54,105,6.25
2025-08-27,Line 4,M401,Product D,1007,1034,60,105,6.25
2025-08-27,Line 4,M402,Product D,1050,884,45,28,7.53
2025-08-28,Line 1,M101,Product D,819,858,15,108,6.2
2025-08-28,Line 1,M102,Product B,899,880,69,75,6.75
2025-08-28,Line 2,M201,Product C,1060,1020,57,24,7.6
2025-08-28,Line 2,M202,Product D,1017,987,40,132,5.8
2025-08-28,Line 3,M301,Product A,985,925,12,180,5.0
2025-08-28,Line 3,M302,Product B,933,869,68,47,7.22
2025-08-28,Line 4,M401,Product C,926,861,68,179,5.02
2025-08-28,Line 4,M402,Product B,806,632,11,174,5.1
2025-08-29,Line 1,M101,Product D,1003,964,19,142,5.63
2025-08-29,Line 1,M102,Product B,1016,812,35,74,6.77
2025-08-29,Line 2,M201,Product C,1056,1098,58,160,5.33
2025-08-29,Line 2,M202,Product C,1175,1026,21,37,7.38
2025-08-29,Line 3,M301,Product C,873,725,20,111,6.15
2025-08-29,Line 3,M302,Product C,803,840,60,135,5.75
2025-08-29,Line 4,M401,Product A,849,654,50,116,6.07
2025-08-29,Line 4,M402,Product D,1135,949,64,53,7.12
2025-08-30,Line 1,M101,Product B,991,798,15,60,7.0
2025-08-30,Line 1,M102,Product D,893,804,15,125,5.92
2025-08-30,Line 2,M201,Product B,895,725,54,56,7.07
2025-08-30,Line 2,M202,Product B,932,973,61,122,5.97
2025-08-30,Line 3,M301,Product A,1125,899,45,31,7.48
2025-08-30,Line 3,M302,Product D,863,718,28,17,7.72
2025-08-30,Line 4,M401,Product B,1044,934,21,12,7.8
2025-08-30,Line 4,M402,Product A,936,913,9,180,5.0
2025-08-31,Line 1,M101,Product A,849,690,6,106,6.23
2025-08-31,Line 1,M102,Product C,1048,934,52,164,5.27
2025-08-31,Line 2,M201,Product D,972,837,64,97,6.38
2025-08-31,Line 2,M202,Product C,922,951,60,106,6.23
2025-08-31,Line 3,M301,Product A,982,993,21,10,7.83
2025-08-31,Line 3,M302,Product D,1157,1007,27,16,7.73
2025-08-31,Line 4,M401,Product A,1071,893,39,104,6.27
2025-08-31,Line 4,M402,Product D,1116,1066,70,141,5.65
2025-09-01,Line 1,M101,Product D,1138,917,50,14,7.77
2025-09-01,Line 1,M102,Product C,823,856,55,93,6.45
2025-09-01,Line 2,M201,Product D,919,856,33,166,5.23
2025-09-01,Line 2,M202,Product A,978,859,67,131,5.82
2025-09-01,Line 3,M301,Product A,1175,1016,34,46,7.23
2025-09-01,Line 3,M302,Product A,865,777,12,87,6.55
2025-09-01,Line 4,M401,Product D,886,902,23,133,5.78
2025-09-01,Line 4,M402,Product B,924,751,55,178,5.03
2025-09-02,Line 1,M101,Product A,854,751,52,17,7.72
2025-09-02,Line 1,M102,Product B,967,987,44,66,6.9
2025-09-02,Line 2,M201,Product C,1140,1017,25,180,5.0
2025-09-02,Line 2,M202,Product B,1073,1008,72,33,7.45
2025-09-02,Line 3,M301,Product C,914,940,17,174,5.1
2025-09-02,Line 3,M302,Product C,993,1015,58,177,5.05
2025-09-02,Line 4,M401,Product D,919,750,14,84,6.6
2025-09-02,Line 4,M402,Product A,857,665,53,161,5.32
2025-09-03,Line 1,M101,Product B,1181,1219,85,104,6.27
2025-09-03,Line 1,M102,Product B,960,994,9,89,6.52
2025-09-03,Line 2,M201,Product A,1102,1003,59,118,6.03
2025-09-03,Line 2,M202,Product C,1194,1026,26,143,5.62
2025-09-03,Line 3,M301,Product B,854,741,41,127,5.88
2025-09-03,Line 3,M302,Product C,874,869,26,66,6.9
2025-09-03,Line 4,M401,Product D,1148,1017,46,47,7.22
2025-09-03,Line 4,M402,Product A,1106,935,73,41,7.32
2025-09-04,Line 1,M101,Product C,1161,1070,37,136,5.73
2025-09-04,Line 1,M102,Product C,1160,1206,19,95,6.42
2025-09-04,Line 2,M201,Product B,1166,948,37,23,7.62
2025-09-04,Line 2,M202,Product B,1049,1015,48,178,5.03
2025-09-04,Line 3,M301,Product B,811,741,28,118,6.03
2025-09-04,Line 3,M302,Product D,978,955,59,28,7.53
2025-09-04,Line 4,M401,Product C,944,905,33,150,5.5
2025-09-04,Line 4,M402,Product D,849,670,43,23,7.62
2025-09-05,Line 1,M101,Product C,1034,978,26,123,5.95
2025-09-05,Line 1,M102,Product D,949,967,35,65,6.92
2025-09-05,Line 2,M201,Product B,1176,1111,57,157,5.38
2025-09-05,Line 2,M202,Product A,1147,1130,29,106,6.23
2025-09-05,Line 3,M301,Product D,1147,1149,18,34,7.43
2025-09-05,Line 3,M302,Product C,1042,837,11,40,7.33
2025-09-05,Line 4,M401,Product C,1103,970,28,170,5.17
2025-09-05,Line 4,M402,Product D,925,703,22,111,6.15
2025-09-06,Line 1,M101,Product D,954,912,31,177,5.05
2025-09-06,Line 1,M102,Product D,1197,1146,22,128,5.87
2025-09-06,Line 2,M201,Product D,940,883,36,104,6.27
2025-09-06,Line 2,M202,Product A,861,675,13,135,5.75
2025-09-06,Line 3,M301,Product B,811,751,43,132,5.8
2025-09-06,Line 3,M302,Product C,1155,1124,86,56,7.07
2025-09-06,Line 4,M401,Product D,1047,1099,65,86,6.57
2025-09-06,Line 4,M402,Product B,850,720,52,147,5.55
2025-09-07,Line 1,M101,Product B,1007,1000,12,110,6.17
2025-09-07,Line 1,M102,Product D,832,753,44,147,5.55
2025-09-07,Line 2,M201,Product A,1185,1156,26,56,7.07
2025-09-07,Line 2,M202,Product B,802,734,58,90,6.5
2025-09-07,Line 3,M301,Product A,820,646,19,177,5.05
2025-09-07,Line 3,M302,Product B,844,775,61,18,7.7
2025-09-07,Line 4,M401,Product A,863,778,30,149,5.52
2025-09-07,Line 4,M402,Product B,1016,1059,10,73,6.78
2025-09-08,Line 1,M101,Product C,823,850,41,85,6.58
2025-09-08,Line 1,M102,Product D,871,804,52,90,6.5
2025-09-08,Line 2,M201,Product C,1110,1011,36,35,7.42
2025-09-08,Line 2,M202,Product A,921,700,16,86,6.57
2025-09-08,Line 3,M301,Product B,868,807,21,161,5.32
2025-09-08,Line 3,M302,Product C,942,742,46,118,6.03
2025-09-08,Line 4,M401,Product A,1081,893,56,176,5.07
2025-09-08,Line 4,M402,Product B,1004,890,40,118,6.03
2025-09-09,Line 1,M101,Product B,1074,871,48,78,6.7
2025-09-09,Line 1,M102,Product B,1165,1003,75,164,5.27
2025-09-09,Line 2,M201,Product B,1014,1010,50,121,5.98
2025-09-09,Line 2,M202,Product D,813,844,23,29,7.52
2025-09-09,Line 3,M301,Product C,863,784,50,150,5.5
2025-09-09,Line 3,M302,Product D,833,707,12,102,6.3
2025-09-09,Line 4,M401,Product C,1198,996,37,80,6.67
2025-09-09,Line 4,M402,Product A,850,733,21,106,6.23
2025-09-10,Line 1,M101,Product A,1200,1233,34,144,5.6
2025-09-10,Line 1,M102,Product C,1101,1097,72,34,7.43
2025-09-10,Line 2,M201,Product C,1158,1067,46,151,5.48
2025-09-10,Line 2,M202,Product C,1111,866,11,53,7.12
2025-09-10,Line 3,M301,Product C,1184,1026,54,146,5.57
2025-09-10,Line 3,M302,Product D,1044,968,42,12,7.8
2025-09-10,Line 4,M401,Product B,1136,895,56,155,5.42
2025-09-10,Line 4,M402,Product C,827,848,48,104,6.27
2025-09-11,Line 1,M101,Product B,1147,1069,68,56,7.07
2025-09-11,Line 1,M102,Product D,981,970,73,83,6.62
2025-09-11,Line 2,M201,Product C,1019,923,38,88,6.53
2025-09-11,Line 2,M202,Product A,956,833,28,33,7.45
2025-09-11,Line 3,M301,Product A,839,812,13,52,7.13
2025-09-11,Line 3,M302,Product A,843,820,43,136,5.73
2025-09-11,Line 4,M401,Product A,1017,969,26,132,5.8
2025-09-11,Line 4,M402,Product D,1063,1015,78,41,7.32
2025-09-12,Line 1,M101,Product D,807,754,60,11,7.82
2025-09-12,Line 1,M102,Product D,1159,1055,54,72,6.8
2025-09-12,Line 2,M201,Product A,1110,981,30,144,5.6
2025-09-12,Line 2,M202,Product B,889,686,14,141,5.65
2025-09-12,Line 3,M301,Product C,826,724,31,53,7.12
2025-09-12,Line 3,M302,Product C,857,729,50,73,6.78
2025-09-12,Line 4,M401,Product A,948,796,25,77,6.72
2025-09-12,Line 4,M402,Product B,801,778,43,110,6.17
2025-09-13,Line 1,M101,Product B,956,983,74,19,7.68
2025-09-13,Line 1,M102,Product D,1116,1121,18,101,6.32
2025-09-13,Line 2,M201,Product A,1115,990,47,100,6.33
2025-09-13,Line 2,M202,Product A,802,685,52,57,7.05
2025-09-13,Line 3,M301,Product D,981,738,34,135,5.75
2025-09-13,Line 3,M302,Product B,843,766,16,115,6.08
2025-09-13,Line 4,M401,Product A,1049,788,56,178,5.03
2025-09-13,Line 4,M402,Product C,915,815,31,86,6.57
2025-09-14,Line 1,M101,Product C,1019,1036,78,78,6.7
2025-09-14,Line 1,M102,Product A,1024,969,65,51,7.15
2025-09-14,Line 2,M201,Product B,981,955,9,101,6.32
2025-09-14,Line 2,M202,Product B,856,690,8,44,7.27
2025-09-14,Line 3,M301,Product D,1015,987,13,51,7.15
2025-09-14,Line 3,M302,Product B,1045,1084,44,40,7.33
2025-09-14,Line 4,M401,Product D,1050,960,25,93,6.45
2025-09-14,Line 4,M402,Product D,1056,1021,59,43,7.28
2025-09-15,Line 1,M101,Product A,855,844,16,49,7.18
2025-09-15,Line 1,M102,Product C,1056,796,50,70,6.83
2025-09-15,Line 2,M201,Product A,1147,1145,65,162,5.3
2025-09-15,Line 2,M202,Product A,1022,913,45,134,5.77
2025-09-15,Line 3,M301,Product A,1189,1044,29,140,5.67
2025-09-15,Line 3,M302,Product B,927,773,14,77,6.72
2025-09-15,Line 4,M401,Product B,1141,1136,36,131,5.82
2025-09-15,Line 4,M402,Product A,1158,1122,89,56,7.07
2025-09-16,Line 1,M101,Product B,1102,1034,29,68,6.87
2025-09-16,Line 1,M102,Product A,867,754,24,59,7.02
2025-09-16,Line 2,M201,Product B,1018,768,19,33,7.45
2025-09-16,Line 2,M202,Product A,994,866,27,172,5.13
2025-09-16,Line 3,M301,Product B,913,776,37,25,7.58
2025-09-16,Line 3,M302,Product D,1129,864,15,78,6.7
2025-09-16,Line 4,M401,Product C,943,974,62,73,6.78
2025-09-16,Line 4,M402,Product C,824,662,6,23,7.62
2025-09-17,Line 1,M101,Product C,908,758,24,165,5.25
2025-09-17,Line 1,M102,Product A,1020,821,39,103,6.28
2025-09-17,Line 2,M201,Product C,955,748,49,13,7.78
2025-09-17,Line 2,M202,Product B,969,831,59,102,6.3
2025-09-17,Line 3,M301,Product C,921,870,21,159,5.35
2025-09-17,Line 3,M302,Product D,844,857,16,171,5.15
2025-09-17,Line 4,M401,Product A,821,760,48,58,7.03
2025-09-17,Line 4,M402,Product B,1160,1025,22,29,7.52
2025-09-18,Line 1,M101,Product C,954,923,34,146,5.57
2025-09-18,Line 1,M102,Product B,822,648,32,150,5.5
2025-09-18,Line 2,M201,Product C,1188,1195,82,98,6.37
2025-09-18,Line 2,M202,Product C,1029,966,24,121,5.98
2025-09-18,Line 3,M301,Product A,1047,916,73,15,7.75
2025-09-18,Line 3,M302,Product B,1106,920,25,84,6.6
2025-09-18,Line 4,M401,Product A,1089,836,52,58,7.03
2025-09-18,Line 4,M402,Product D,1053,1006,75,29,7.52
2025-09-19,Line 1,M101,Product B,1024,998,58,153,5.45
2025-09-19,Line 1,M102,Product D,1005,936,35,57,7.05
2025-09-19,Line 2,M201,Product A,881,811,45,12,7.8
2025-09-19,Line 2,M202,Product D,1057,1017,77,76,6.73
2025-09-19,Line 3,M301,Product C,912,765,24,151,5.48
2025-09-19,Line 3,M302,Product A,887,724,41,70,6.83
2025-09-19,Line 4,M401,Product C,820,772,24,44,7.27
2025-09-19,Line 4,M402,Product C,826,778,22,63,6.95
2025-09-20,Line 1,M101,Product A,800,755,47,164,5.27
2025-09-20,Line 1,M102,Product C,966,748,52,150,5.5
2025-09-20,Line 2,M201,Product C,1169,923,46,93,6.45
2025-09-20,Line 2,M202,Product A,1120,1114,56,66,6.9
2025-09-20,Line 3,M301,Product C,890,735,8,147,5.55
2025-09-20,Line 3,M302,Product A,1169,1138,59,177,5.05
2025-09-20,Line 4,M401,Product C,1120,1053,80,62,6.97
2025-09-20,Line 4,M402,Product D,912,772,20,158,5.37
2025-09-21,Line 1,M101,Product D,879,776,53,121,5.98
2025-09-21,Line 1,M102,Product C,875,893,19,136,5.73
2025-09-21,Line 2,M201,Product B,1035,833,63,55,7.08
2025-09-21,Line 2,M202,Product B,1091,978,32,175,5.08
2025-09-21,Line 3,M301,Product C,810,682,17,110,6.17
2025-09-21,Line 3,M302,Product B,835,662,33,72,6.8
2025-09-21,Line 4,M401,Product D,1130,1176,23,144,5.6
2025-09-21,Line 4,M402,Product B,1172,1142,12,164,5.27
2025-09-22,Line 1,M101,Product A,993,859,15,13,7.78
2025-09-22,Line 1,M102,Product A,867,714,12,78,6.7
2025-09-22,Line 2,M201,Product B,1121,1042,11,37,7.38
2025-09-22,Line 2,M202,Product C,1162,901,26,132,5.8
2025-09-22,Line 3,M301,Product D,883,743,37,49,7.18
2025-09-22,Line 3,M302,Product B,828,756,24,170,5.17
2025-09-22,Line 4,M401,Product A,810,807,14,149,5.52
2025-09-22,Line 4,M402,Product C,852,769,60,116,6.07
2025-09-23,Line 1,M101,Product B,800,818,9,68,6.87
2025-09-23,Line 1,M102,Product D,997,791,48,83,6.62
2025-09-23,Line 2,M201,Product B,1150,995,23,135,5.75
2025-09-23,Line 2,M202,Product B,856,699,24,101,6.32
2025-09-23,Line 3,M301,Product A,1115,947,55,31,7.48
2025-09-23,Line 3,M302,Product A,1109,882,35,145,5.58
2025-09-23,Line 4,M401,Product C,1107,890,62,48,7.2
2025-09-23,Line 4,M402,Product C,1119,1113,55,36,7.4
2025-09-24,Line 1,M101,Product C,1055,1000,43,29,7.52
2025-09-24,Line 1,M102,Product A,876,861,17,91,6.48
2025-09-24,Line 2,M201,Product B,999,883,58,132,5.8
2025-09-24,Line 2,M202,Product A,857,791,53,81,6.65
2025-09-24,Line 3,M301,Product B,846,716,15,56,7.07
2025-09-24,Line 3,M302,Product D,980,828,35,133,5.78
2025-09-24,Line 4,M401,Product D,1108,1094,52,45,7.25
2025-09-24,Line 4,M402,Product B,996,872,39,147,5.55
2025-09-25,Line 1,M101,Product D,1072,976,38,108,6.2
2025-09-25,Line 1,M102,Product A,1097,1058,77,157,5.38
2025-09-25,Line 2,M201,Product B,1159,899,54,10,7.83
2025-09-25,Line 2,M202,Product B,808,693,36,44,7.27
2025-09-25,Line 3,M301,Product A,830,849,31,45,7.25
2025-09-25,Line 3,M302,Product C,1035,821,62,151,5.48
2025-09-25,Line 4,M401,Product D,924,751,21,24,7.6
2025-09-25,Line 4,M402,Product B,860,893,26,106,6.23
2025-09-26,Line 1,M101,Product A,1156,1201,59,23,7.62
2025-09-26,Line 1,M102,Product A,1139,1052,71,162,5.3
2025-09-26,Line 2,M201,Product B,815,647,15,30,7.5
2025-09-26,Line 2,M202,Product B,839,632,32,48,7.2
2025-09-26,Line 3,M301,Product B,1040,1011,77,86,6.57
2025-09-26,Line 3,M302,Product D,1010,976,65,175,5.08
2025-09-26,Line 4,M401,Product A,946,741,10,174,5.1
2025-09-26,Line 4,M402,Product A,1109,1081,74,51,7.15
2025-09-27,Line 1,M101,Product A,1002,1001,68,151,5.48
2025-09-27,Line 1,M102,Product C,1092,983,38,118,6.03
2025-09-27,Line 2,M201,Product B,939,978,75,106,6.23
2025-09-27,Line 2,M202,Product B,1180,959,16,66,6.9
2025-09-27,Line 3,M301,Product D,894,891,17,129,5.85
2025-09-27,Line 3,M302,Product D,960,907,60,107,6.22
2025-09-27,Line 4,M401,Product B,827,819,49,118,6.03
2025-09-27,Line 4,M402,Product B,938,734,11,102,6.3
2025-09-28,Line 1,M101,Product C,814,668,16,148,5.53
2025-09-28,Line 1,M102,Product A,833,677,6,89,6.52
2025-09-28,Line 2,M201,Product B,1082,876,67,18,7.7
2025-09-28,Line 2,M202,Product B,937,726,43,154,5.43
2025-09-28,Line 3,M301,Product A,1088,1137,72,21,7.65
2025-09-28,Line 3,M302,Product A,961,747,26,12,7.8
2025-09-28,Line 4,M401,Product C,1184,988,59,138,5.7
2025-09-28,Line 4,M402,Product B,961,937,54,43,7.28
2025-09-29,Line 1,M101,Product A,969,845,55,138,5.7
2025-09-29,Line 1,M102,Product A,1057,1048,29,16,7.73
2025-09-29,Line 2,M201,Product D,1044,966,13,84,6.6
2025-09-29,Line 2,M202,Product B,877,837,13,170,5.17
2025-09-29,Line 3,M301,Product A,1167,956,36,177,5.05
2025-09-29,Line 3,M302,Product B,1193,1151,75,142,5.63
2025-09-29,Line 4,M401,Product C,1029,1014,53,84,6.6
2025-09-29,Line 4,M402,Product C,1119,1126,66,20,7.67
2025-09-30,Line 1,M101,Product D,922,749,46,165,5.25
2025-09-30,Line 1,M102,Product A,878,807,39,34,7.43
2025-09-30,Line 2,M201,Product A,873,855,27,150,5.5
2025-09-30,Line 2,M202,Product A,1055,821,28,53,7.12
2025-09-30,Line 3,M301,Product C,882,679,42,103,6.28
2025-09-30,Line 3,M302,Product C,845,651,51,127,5.88
2025-09-30,Line 4,M401,Product C,1042,1087,66,176,5.07
2025-09-30,Line 4,M402,Product B,863,898,70,20,7.67
2025-10-01,Line 1,M101,Product C,946,823,62,168,5.2
2025-10-01,Line 1,M102,Product B,1025,881,62,169,5.18
2025-10-01,Line 2,M201,Product C,991,768,33,139,5.68
2025-10-01,Line 2,M202,Product D,934,946,14,168,5.2
2025-10-01,Line 3,M301,Product A,1179,1163,82,12,7.8
2025-10-01,Line 3,M302,Product B,853,714,17,155,5.42
2025-10-01,Line 4,M401,Product D,837,683,35,33,7.45
2025-10-01,Line 4,M402,Product C,1038,924,68,37,7.38
